metric,sector,vendor_pair,quissly_mean,other_mean,observed_diff,ci_low,ci_high,p_raw,p_holm,significant_after_holm,within_noise,n_queries,n_replicates,seed
precision_at_10,fast_fashion,quissly_vs_doofinder,0.524017,0.409656,0.114361,0.070159,0.159334,0.000000,0.000000,True,False,180,10000,42
precision_at_10,furniture,quissly_vs_doofinder,0.614631,0.507645,0.106987,0.070547,0.145487,0.000000,0.000000,True,False,179,10000,42
precision_at_10,marketplace,quissly_vs_doofinder,0.345342,0.291217,0.054125,0.021098,0.090574,0.001200,0.008400,True,False,180,10000,42
precision_at_10,pharmacy,quissly_vs_doofinder,0.475383,0.325576,0.149807,0.090485,0.206832,0.000000,0.000000,True,False,180,10000,42
precision_at_10,pooled,quissly_vs_doofinder,0.563587,0.445947,0.117640,0.101969,0.134399,0.000000,0.000000,True,False,1259,10000,42
precision_at_10,auto,quissly_vs_luigisbox,0.686067,0.545728,0.140338,0.099101,0.181655,0.000000,0.000000,True,False,180,10000,42
precision_at_10,cosmetics,quissly_vs_luigisbox,0.680486,0.583337,0.097148,0.060431,0.135439,0.000000,0.000000,True,False,180,10000,42
precision_at_10,electronics,quissly_vs_luigisbox,0.619467,0.437161,0.182306,0.136136,0.228647,0.000000,0.000000,True,False,180,10000,42
precision_at_10,fast_fashion,quissly_vs_luigisbox,0.524017,0.409258,0.114759,0.064586,0.165384,0.000000,0.000000,True,False,180,10000,42
precision_at_10,furniture,quissly_vs_luigisbox,0.614631,0.519219,0.095412,0.052510,0.139182,0.000000,0.000000,True,False,179,10000,42
precision_at_10,marketplace,quissly_vs_luigisbox,0.345342,0.264432,0.080909,0.038714,0.125447,0.000600,0.007200,True,False,180,10000,42
precision_at_10,pharmacy,quissly_vs_luigisbox,0.475383,0.316270,0.159113,0.102573,0.215276,0.000000,0.000000,True,False,180,10000,42
precision_at_10,pooled,quissly_vs_luigisbox,0.563587,0.439280,0.124307,0.107078,0.142016,0.000000,0.000000,True,False,1259,10000,42
precision_at_20,auto,quissly_vs_algolia,0.641775,0.469473,0.172302,0.126352,0.219900,0.000000,0.000000,True,False,180,10000,42
precision_at_20,cosmetics,quissly_vs_algolia,0.637637,0.466827,0.170811,0.129193,0.212788,0.000000,0.000000,True,False,180,10000,42
precision_at_20,electronics,quissly_vs_algolia,0.567171,0.367117,0.200054,0.157130,0.244487,0.000000,0.000000,True,False,180,10000,42
precision_at_20,fast_fashion,quissly_vs_algolia,0.500216,0.354891,0.145325,0.093861,0.196239,0.000000,0.000000,True,False,180,10000,42
precision_at_20,furniture,quissly_vs_algolia,0.559004,0.409592,0.149413,0.109089,0.190424,0.000000,0.000000,True,False,179,10000,42
precision_at_20,marketplace,quissly_vs_algolia,0.321845,0.188839,0.133006,0.092407,0.175602,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pharmacy,quissly_vs_algolia,0.442851,0.277225,0.165626,0.109401,0.221199,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pooled,quissly_vs_algolia,0.524330,0.361957,0.162373,0.144899,0.179509,0.000000,0.000000,True,False,1259,10000,42
precision_at_20,auto,quissly_vs_clerk,0.641775,0.499532,0.142243,0.101019,0.185621,0.000000,0.000000,True,False,180,10000,42
precision_at_20,cosmetics,quissly_vs_clerk,0.637637,0.508573,0.129064,0.091888,0.165840,0.000000,0.000000,True,False,180,10000,42
precision_at_20,electronics,quissly_vs_clerk,0.567171,0.385992,0.181179,0.139327,0.223350,0.000000,0.000000,True,False,180,10000,42
precision_at_20,fast_fashion,quissly_vs_clerk,0.500216,0.371555,0.128661,0.087562,0.172136,0.000000,0.000000,True,False,180,10000,42
precision_at_20,furniture,quissly_vs_clerk,0.559004,0.433597,0.125407,0.080630,0.169787,0.000000,0.000000,True,False,179,10000,42
precision_at_20,marketplace,quissly_vs_clerk,0.321845,0.208236,0.113609,0.075667,0.153323,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pharmacy,quissly_vs_clerk,0.442851,0.300074,0.142776,0.087422,0.197674,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pooled,quissly_vs_clerk,0.524330,0.386757,0.137573,0.121338,0.154322,0.000000,0.000000,True,False,1259,10000,42
precision_at_20,auto,quissly_vs_doofinder,0.641775,0.522757,0.119018,0.080798,0.158121,0.000000,0.000000,True,False,180,10000,42
precision_at_20,cosmetics,quissly_vs_doofinder,0.637637,0.541164,0.096473,0.065932,0.127406,0.000000,0.000000,True,False,180,10000,42
precision_at_20,electronics,quissly_vs_doofinder,0.567171,0.418400,0.148771,0.105524,0.192911,0.000000,0.000000,True,False,180,10000,42
precision_at_20,fast_fashion,quissly_vs_doofinder,0.500216,0.385877,0.114339,0.070929,0.158737,0.000000,0.000000,True,False,180,10000,42
precision_at_20,furniture,quissly_vs_doofinder,0.559004,0.465181,0.093823,0.057328,0.130005,0.000000,0.000000,True,False,179,10000,42
precision_at_20,marketplace,quissly_vs_doofinder,0.321845,0.257593,0.064252,0.029390,0.101571,0.000600,0.007200,True,False,180,10000,42
precision_at_20,pharmacy,quissly_vs_doofinder,0.442851,0.317304,0.125547,0.066264,0.185054,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pooled,quissly_vs_doofinder,0.524330,0.415429,0.108901,0.093264,0.124721,0.000000,0.000000,True,False,1259,10000,42
precision_at_20,auto,quissly_vs_luigisbox,0.641775,0.504319,0.137456,0.097918,0.177552,0.000000,0.000000,True,False,180,10000,42
precision_at_20,cosmetics,quissly_vs_luigisbox,0.637637,0.545976,0.091661,0.058713,0.126392,0.000000,0.000000,True,False,180,10000,42
precision_at_20,electronics,quissly_vs_luigisbox,0.567171,0.400178,0.166993,0.124240,0.209843,0.000000,0.000000,True,False,180,10000,42
precision_at_20,fast_fashion,quissly_vs_luigisbox,0.500216,0.393512,0.106704,0.055700,0.158493,0.000200,0.002800,True,False,180,10000,42
precision_at_20,furniture,quissly_vs_luigisbox,0.559004,0.489931,0.069073,0.027042,0.110977,0.000600,0.007200,True,False,179,10000,42
precision_at_20,marketplace,quissly_vs_luigisbox,0.321845,0.253468,0.068377,0.025846,0.113207,0.000600,0.007200,True,False,180,10000,42
precision_at_20,pharmacy,quissly_vs_luigisbox,0.442851,0.295744,0.147106,0.093387,0.202812,0.000000,0.000000,True,False,180,10000,42
precision_at_20,pooled,quissly_vs_luigisbox,0.524330,0.411814,0.112516,0.095725,0.129470,0.000000,0.000000,True,False,1259,10000,42
recall_at_10,auto,quissly_vs_algolia,0.371534,0.217898,0.153636,0.114605,0.194078,0.000000,0.000000,True,False,174,10000,42
recall_at_10,cosmetics,quissly_vs_algolia,0.364963,0.212647,0.152316,0.111241,0.195725,0.000000,0.000000,True,False,169,10000,42
recall_at_10,electronics,quissly_vs_algolia,0.458270,0.256547,0.201722,0.155742,0.250403,0.000000,0.000000,True,False,167,10000,42
recall_at_10,fast_fashion,quissly_vs_algolia,0.381808,0.183717,0.198091,0.134458,0.262026,0.000000,0.000000,True,False,145,10000,42
recall_at_10,furniture,quissly_vs_algolia,0.471854,0.271973,0.199881,0.155224,0.248368,0.000000,0.000000,True,False,162,10000,42
recall_at_10,marketplace,quissly_vs_algolia,0.564211,0.269579,0.294632,0.214177,0.377302,0.000000,0.000000,True,False,103,10000,42
recall_at_10,pharmacy,quissly_vs_algolia,0.439957,0.208640,0.231317,0.167948,0.295964,0.000000,0.000000,True,False,139,10000,42
recall_at_10,pooled,quissly_vs_algolia,0.428637,0.230558,0.198079,0.178024,0.218433,0.000000,0.000000,True,False,1059,10000,42
recall_at_10,auto,quissly_vs_clerk,0.371534,0.250968,0.120566,0.078023,0.164366,0.000000,0.000000,True,False,174,10000,42
recall_at_10,cosmetics,quissly_vs_clerk,0.364963,0.249739,0.115224,0.081957,0.150049,0.000000,0.000000,True,False,169,10000,42
recall_at_10,electronics,quissly_vs_clerk,0.458270,0.262016,0.196253,0.150455,0.242848,0.000000,0.000000,True,False,167,10000,42
recall_at_10,fast_fashion,quissly_vs_clerk,0.381808,0.182615,0.199193,0.136331,0.261378,0.000000,0.000000,True,False,145,10000,42
recall_at_10,furniture,quissly_vs_clerk,0.471854,0.335661,0.136193,0.098942,0.176142,0.000000,0.000000,True,False,162,10000,42
recall_at_10,marketplace,quissly_vs_clerk,0.564211,0.333263,0.230947,0.148224,0.315586,0.000000,0.000000,True,False,103,10000,42
recall_at_10,pharmacy,quissly_vs_clerk,0.439957,0.218648,0.221310,0.149138,0.292729,0.000000,0.000000,True,False,139,10000,42
recall_at_10,pooled,quissly_vs_clerk,0.428637,0.259873,0.168764,0.148945,0.188884,0.000000,0.000000,True,False,1059,10000,42
recall_at_10,auto,quissly_vs_doofinder,0.371534,0.263667,0.107867,0.070486,0.146336,0.000000,0.000000,True,False,174,10000,42
recall_at_10,cosmetics,quissly_vs_doofinder,0.364963,0.279102,0.085861,0.054951,0.120477,0.000000,0.000000,True,False,169,10000,42
recall_at_10,electronics,quissly_vs_doofinder,0.458270,0.280729,0.177540,0.133552,0.222964,0.000000,0.000000,True,False,167,10000,42
recall_at_10,fast_fashion,quissly_vs_doofinder,0.381808,0.202951,0.178857,0.119373,0.240076,0.000000,0.000000,True,False,145,10000,42
recall_at_10,furniture,quissly_vs_doofinder,0.471854,0.330619,0.141235,0.102689,0.181610,0.000000,0.000000,True,False,162,10000,42
recall_at_10,marketplace,quissly_vs_doofinder,0.564211,0.465596,0.098615,0.026784,0.171388,0.005200,0.015600,True,False,103,10000,42
recall_at_10,pharmacy,quissly_vs_doofinder,0.439957,0.196768,0.243189,0.178027,0.308320,0.000000,0.000000,True,False,139,10000,42
recall_at_10,pooled,quissly_vs_doofinder,0.428637,0.281609,0.147029,0.128775,0.166067,0.000000,0.000000,True,False,1059,10000,42
recall_at_10,auto,quissly_vs_luigisbox,0.371534,0.236360,0.135174,0.098437,0.174912,0.000000,0.000000,True,False,174,10000,42
recall_at_10,cosmetics,quissly_vs_luigisbox,0.364963,0.266435,0.098528,0.062868,0.135891,0.000000,0.000000,True,False,169,10000,42
recall_at_10,electronics,quissly_vs_luigisbox,0.458270,0.272020,0.186249,0.139240,0.234907,0.000000,0.000000,True,False,167,10000,42
recall_at_10,fast_fashion,quissly_vs_luigisbox,0.381808,0.192385,0.189423,0.123867,0.253842,0.000000,0.000000,True,False,145,10000,42
recall_at_10,furniture,quissly_vs_luigisbox,0.471854,0.308439,0.163416,0.117993,0.210913,0.000000,0.000000,True,False,162,10000,42
recall_at_10,marketplace,quissly_vs_luigisbox,0.564211,0.329050,0.235161,0.162783,0.310969,0.000000,0.000000,True,False,103,10000,42
recall_at_10,pharmacy,quissly_vs_luigisbox,0.439957,0.231644,0.208314,0.135970,0.278822,0.000000,0.000000,True,False,139,10000,42
recall_at_10,pooled,quissly_vs_luigisbox,0.428637,0.260184,0.168453,0.148200,0.188553,0.000000,0.000000,True,False,1059,10000,42
recall_at_20,auto,quissly_vs_algolia,0.596165,0.332139,0.264026,0.212112,0.317530,0.000000,0.000000,True,False,174,10000,42
recall_at_20,cosmetics,quissly_vs_algolia,0.612296,0.337457,0.274839,0.220340,0.331481,0.000000,0.000000,True,False,169,10000,42
recall_at_20,electronics,quissly_vs_algolia,0.677200,0.351032,0.326168,0.268400,0.385533,0.000000,0.000000,True,False,167,10000,42
recall_at_20,fast_fashion,quissly_vs_algolia,0.613591,0.273242,0.340350,0.257958,0.420787,0.000000,0.000000,True,False,145,10000,42
recall_at_20,furniture,quissly_vs_algolia,0.722177,0.416508,0.305670,0.250431,0.362772,0.000000,0.000000,True,False,162,10000,42
recall_at_20,marketplace,quissly_vs_algolia,0.744179,0.375442,0.368738,0.290446,0.451296,0.000000,0.000000,True,False,103,10000,42
recall_at_20,pharmacy,quissly_vs_algolia,0.652049,0.272444,0.379604,0.299100,0.461024,0.000000,0.000000,True,False,139,10000,42
recall_at_20,pooled,quissly_vs_algolia,0.654912,0.337185,0.317727,0.293274,0.342432,0.000000,0.000000,True,False,1059,10000,42
recall_at_20,auto,quissly_vs_clerk,0.596165,0.388876,0.207289,0.150938,0.263852,0.000000,0.000000,True,False,174,10000,42
recall_at_20,cosmetics,quissly_vs_clerk,0.612296,0.394518,0.217778,0.169019,0.268288,0.000000,0.000000,True,False,169,10000,42
recall_at_20,electronics,quissly_vs_clerk,0.677200,0.384203,0.292996,0.236288,0.350729,0.000000,0.000000,True,False,167,10000,42
recall_at_20,fast_fashion,quissly_vs_clerk,0.613591,0.279377,0.334214,0.254737,0.412562,0.000000,0.000000,True,False,145,10000,42
recall_at_20,furniture,quissly_vs_clerk,0.722177,0.477210,0.244968,0.195538,0.296214,0.000000,0.000000,True,False,162,10000,42
recall_at_20,marketplace,quissly_vs_clerk,0.744179,0.438016,0.306163,0.222126,0.395173,0.000000,0.000000,True,False,103,10000,42
recall_at_20,pharmacy,quissly_vs_clerk,0.652049,0.305613,0.346436,0.253421,0.437475,0.000000,0.000000,True,False,139,10000,42
recall_at_20,pooled,quissly_vs_clerk,0.654912,0.381410,0.273502,0.248971,0.298155,0.000000,0.000000,True,False,1059,10000,42
recall_at_20,auto,quissly_vs_doofinder,0.596165,0.408481,0.187685,0.137825,0.239627,0.000000,0.000000,True,False,174,10000,42
recall_at_20,cosmetics,quissly_vs_doofinder,0.612296,0.432563,0.179733,0.134828,0.225594,0.000000,0.000000,True,False,169,10000,42
recall_at_20,electronics,quissly_vs_doofinder,0.677200,0.403849,0.273351,0.220629,0.328360,0.000000,0.000000,True,False,167,10000,42
recall_at_20,fast_fashion,quissly_vs_doofinder,0.613591,0.327758,0.285834,0.199850,0.368968,0.000000,0.000000,True,False,145,10000,42
recall_at_20,furniture,quissly_vs_doofinder,0.722177,0.494288,0.227889,0.176789,0.281206,0.000000,0.000000,True,False,162,10000,42
recall_at_20,marketplace,quissly_vs_doofinder,0.744179,0.577543,0.166637,0.084957,0.251173,0.000000,0.000000,True,False,103,10000,42
recall_at_20,pharmacy,quissly_vs_doofinder,0.652049,0.308859,0.343189,0.258662,0.426578,0.000000,0.000000,True,False,139,10000,42
recall_at_20,pooled,quissly_vs_doofinder,0.654912,0.417034,0.237877,0.213772,0.262537,0.000000,0.000000,True,False,1059,10000,42
recall_at_20,auto,quissly_vs_luigisbox,0.596165,0.354131,0.242034,0.191093,0.294066,0.000000,0.000000,True,False,174,10000,42
recall_at_20,cosmetics,quissly_vs_luigisbox,0.612296,0.418308,0.193988,0.140633,0.249195,0.000000,0.000000,True,False,169,10000,42
recall_at_20,electronics,quissly_vs_luigisbox,0.677200,0.379834,0.297365,0.239822,0.357165,0.000000,0.000000,True,False,167,10000,42
recall_at_20,fast_fashion,quissly_vs_luigisbox,0.613591,0.290088,0.323503,0.240944,0.406250,0.000000,0.000000,True,False,145,10000,42
recall_at_20,furniture,quissly_vs_luigisbox,0.722177,0.456027,0.266150,0.207693,0.324508,0.000000,0.000000,True,False,162,10000,42
recall_at_20,marketplace,quissly_vs_luigisbox,0.744179,0.427556,0.316623,0.236529,0.395622,0.000000,0.000000,True,False,103,10000,42
recall_at_20,pharmacy,quissly_vs_luigisbox,0.652049,0.319042,0.333006,0.244405,0.420605,0.000000,0.000000,True,False,139,10000,42
recall_at_20,pooled,quissly_vs_luigisbox,0.654912,0.377780,0.277131,0.251871,0.302688,0.000000,0.000000,True,False,1059,10000,42
ndcg_at_10,auto,quissly_vs_algolia,0.934474,0.648474,0.286000,0.227280,0.344990,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,cosmetics,quissly_vs_algolia,0.905695,0.624457,0.281237,0.221670,0.340543,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,electronics,quissly_vs_algolia,0.875573,0.638011,0.237562,0.182242,0.294564,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,fast_fashion,quissly_vs_algolia,0.803118,0.473065,0.330053,0.267399,0.394072,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,furniture,quissly_vs_algolia,0.887522,0.624162,0.263360,0.209160,0.320646,0.000000,0.000000,True,False,179,10000,42
ndcg_at_10,marketplace,quissly_vs_algolia,0.660576,0.346774,0.313802,0.255578,0.373396,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pharmacy,quissly_vs_algolia,0.736832,0.481800,0.255032,0.183607,0.325710,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pooled,quissly_vs_algolia,0.829066,0.548046,0.281021,0.258137,0.304346,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_10,auto,quissly_vs_clerk,0.934474,0.779825,0.154649,0.110952,0.198833,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,cosmetics,quissly_vs_clerk,0.905695,0.814579,0.091115,0.054777,0.131263,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,electronics,quissly_vs_clerk,0.875573,0.724154,0.151419,0.104733,0.199080,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,fast_fashion,quissly_vs_clerk,0.803118,0.620338,0.182780,0.122473,0.244001,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,furniture,quissly_vs_clerk,0.887522,0.758003,0.129519,0.086445,0.174705,0.000000,0.000000,True,False,179,10000,42
ndcg_at_10,marketplace,quissly_vs_clerk,0.660576,0.428489,0.232087,0.172992,0.293949,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pharmacy,quissly_vs_clerk,0.736832,0.589388,0.147444,0.077922,0.220760,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pooled,quissly_vs_clerk,0.829066,0.673473,0.155594,0.135877,0.175935,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_10,auto,quissly_vs_doofinder,0.934474,0.818763,0.115711,0.080443,0.152564,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,cosmetics,quissly_vs_doofinder,0.905695,0.865771,0.039924,0.013770,0.068060,0.002600,0.013000,True,False,180,10000,42
ndcg_at_10,electronics,quissly_vs_doofinder,0.875573,0.776480,0.099093,0.057839,0.139664,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,fast_fashion,quissly_vs_doofinder,0.803118,0.695724,0.107394,0.053005,0.162919,0.000200,0.002800,True,False,180,10000,42
ndcg_at_10,furniture,quissly_vs_doofinder,0.887522,0.821142,0.066381,0.032813,0.102291,0.000000,0.000000,True,False,179,10000,42
ndcg_at_10,marketplace,quissly_vs_doofinder,0.660576,0.595824,0.064752,0.012689,0.119005,0.016200,0.032400,True,False,180,10000,42
ndcg_at_10,pharmacy,quissly_vs_doofinder,0.736832,0.556058,0.180774,0.112225,0.249310,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pooled,quissly_vs_doofinder,0.829066,0.732753,0.096314,0.078434,0.114573,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_10,auto,quissly_vs_luigisbox,0.934474,0.786371,0.148103,0.100710,0.196833,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,cosmetics,quissly_vs_luigisbox,0.905695,0.798166,0.107529,0.064136,0.153251,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,electronics,quissly_vs_luigisbox,0.875573,0.709652,0.165921,0.114462,0.220146,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,fast_fashion,quissly_vs_luigisbox,0.803118,0.554295,0.248823,0.187688,0.310769,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,furniture,quissly_vs_luigisbox,0.887522,0.778963,0.108559,0.064497,0.155642,0.000000,0.000000,True,False,179,10000,42
ndcg_at_10,marketplace,quissly_vs_luigisbox,0.660576,0.455068,0.205509,0.150607,0.262756,0.000000,0.000000,True,False,180,10000,42
ndcg_at_10,pharmacy,quissly_vs_luigisbox,0.736832,0.632300,0.104532,0.033663,0.177656,0.003000,0.013000,True,False,180,10000,42
ndcg_at_10,pooled,quissly_vs_luigisbox,0.829066,0.673461,0.155605,0.134677,0.177258,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_20,auto,quissly_vs_algolia,0.916008,0.647754,0.268253,0.212663,0.324585,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,cosmetics,quissly_vs_algolia,0.893879,0.623487,0.270392,0.212518,0.328997,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,electronics,quissly_vs_algolia,0.861506,0.624589,0.236917,0.183160,0.290688,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,fast_fashion,quissly_vs_algolia,0.801081,0.478459,0.322621,0.259572,0.385632,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,furniture,quissly_vs_algolia,0.870437,0.620022,0.250415,0.199301,0.303342,0.000000,0.000000,True,False,179,10000,42
ndcg_at_20,marketplace,quissly_vs_algolia,0.656105,0.346545,0.309560,0.251658,0.368292,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pharmacy,quissly_vs_algolia,0.747183,0.470650,0.276533,0.205781,0.346762,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pooled,quissly_vs_algolia,0.820846,0.544441,0.276405,0.253729,0.298727,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_20,auto,quissly_vs_clerk,0.916008,0.775719,0.140289,0.099883,0.183225,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,cosmetics,quissly_vs_clerk,0.893879,0.803053,0.090826,0.055527,0.128767,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,electronics,quissly_vs_clerk,0.861506,0.716246,0.145260,0.100961,0.189559,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,fast_fashion,quissly_vs_clerk,0.801081,0.630418,0.170663,0.112475,0.232325,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,furniture,quissly_vs_clerk,0.870437,0.749999,0.120438,0.081526,0.161881,0.000000,0.000000,True,False,179,10000,42
ndcg_at_20,marketplace,quissly_vs_clerk,0.656105,0.430931,0.225174,0.167455,0.283740,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pharmacy,quissly_vs_clerk,0.747183,0.594000,0.153182,0.081605,0.223639,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pooled,quissly_vs_clerk,0.820846,0.671418,0.149428,0.130050,0.169440,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_20,auto,quissly_vs_doofinder,0.916008,0.814988,0.101019,0.068848,0.134788,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,cosmetics,quissly_vs_doofinder,0.893879,0.852669,0.041210,0.016967,0.067587,0.000800,0.007200,True,False,180,10000,42
ndcg_at_20,electronics,quissly_vs_doofinder,0.861506,0.775124,0.086381,0.051955,0.120623,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,fast_fashion,quissly_vs_doofinder,0.801081,0.697351,0.103730,0.050700,0.157794,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,furniture,quissly_vs_doofinder,0.870437,0.806606,0.063831,0.032349,0.095700,0.000000,0.000000,True,False,179,10000,42
ndcg_at_20,marketplace,quissly_vs_doofinder,0.656105,0.602850,0.053255,0.001258,0.106773,0.045400,0.045400,True,False,180,10000,42
ndcg_at_20,pharmacy,quissly_vs_doofinder,0.747183,0.561091,0.186091,0.122225,0.250587,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pooled,quissly_vs_doofinder,0.820846,0.730036,0.090810,0.073502,0.107826,0.000000,0.000000,True,False,1259,10000,42
ndcg_at_20,auto,quissly_vs_luigisbox,0.916008,0.783449,0.132559,0.086143,0.180943,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,cosmetics,quissly_vs_luigisbox,0.893879,0.790754,0.103126,0.062339,0.148985,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,electronics,quissly_vs_luigisbox,0.861506,0.694608,0.166898,0.117061,0.218677,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,fast_fashion,quissly_vs_luigisbox,0.801081,0.555248,0.245832,0.186572,0.304413,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,furniture,quissly_vs_luigisbox,0.870437,0.774718,0.095719,0.051497,0.142840,0.000000,0.000000,True,False,179,10000,42
ndcg_at_20,marketplace,quissly_vs_luigisbox,0.656105,0.448919,0.207186,0.154484,0.263402,0.000000,0.000000,True,False,180,10000,42
ndcg_at_20,pharmacy,quissly_vs_luigisbox,0.747183,0.632976,0.114207,0.044502,0.183595,0.001800,0.010800,True,False,180,10000,42
ndcg_at_20,pooled,quissly_vs_luigisbox,0.820846,0.668583,0.152263,0.131286,0.173111,0.000000,0.000000,True,False,1259,10000,42
